文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
B123210001039,B1(小学校),23(愛知),2(公),1(本),名古屋市立瑞穂小学校,愛知県名古屋市瑞穂区牧町２－４６,4670816,2020-12-22,,230206,
B123210001048,B1(小学校),23(愛知),2(公),1(本),名古屋市立井戸田小学校,愛知県名古屋市瑞穂区姫宮町１－４６,4670834,2020-12-22,,230207,
B123210001057,B1(小学校),23(愛知),2(公),1(本),名古屋市立穂波小学校,愛知県名古屋市瑞穂区河岸一丁目１番３８号,4670845,2020-12-22,,230208,
B123210001066,B1(小学校),23(愛知),2(公),1(本),名古屋市立豊岡小学校,愛知県名古屋市瑞穂区膳棚町３－６０,4670013,2020-12-22,,230209,
B123210001075,B1(小学校),23(愛知),2(公),1(本),名古屋市立陽明小学校,愛知県名古屋市瑞穂区密柑山町１－１,4670041,2020-12-22,,230210,
B123210001084,B1(小学校),23(愛知),2(公),1(本),名古屋市立中根小学校,愛知県名古屋市瑞穂区井の元町５０,4670057,2020-12-22,,230211,
B123210001093,B1(小学校),23(愛知),2(公),1(本),名古屋市立高蔵小学校,愛知県名古屋市熱田区花町７ー３３,4560011,2020-12-22,,230221,
B123210001100,B1(小学校),23(愛知),2(公),1(本),名古屋市立旗屋小学校,愛知県名古屋市熱田区夜寒町５番１号,4560021,2020-12-22,,230222,
B123210001119,B1(小学校),23(愛知),2(公),1(本),名古屋市立千年小学校,愛知県名古屋市熱田区千年２－３８－２６,4560054,2020-12-22,,230223,
B123210001128,B1(小学校),23(愛知),2(公),1(本),名古屋市立船方小学校,愛知県名古屋市熱田区四番２－１０－４３,4560051,2020-12-22,,230224,
B123210001137,B1(小学校),23(愛知),2(公),1(本),名古屋市立白鳥小学校,愛知県名古屋市熱田区白鳥２－１３－１２,4560035,2020-12-22,,230225,
B123210001146,B1(小学校),23(愛知),2(公),1(本),名古屋市立野立小学校,愛知県名古屋市熱田区青池町２－２１,4560075,2020-12-22,,230226,
B123210001155,B1(小学校),23(愛知),2(公),1(本),名古屋市立大宝小学校,愛知県名古屋市熱田区大宝３－８－４３,4560062,2020-12-22,,230227,
B123210001164,B1(小学校),23(愛知),2(公),1(本),名古屋市立広見小学校,愛知県名古屋市中川区広住町４－４１,4540007,2020-12-22,,230241,
B123210001173,B1(小学校),23(愛知),2(公),1(本),名古屋市立露橋小学校,愛知県名古屋市中川区露橋１－９－４１,4540022,2020-12-22,,230242,
B123210001182,B1(小学校),23(愛知),2(公),1(本),名古屋市立愛知小学校,愛知県名古屋市中川区豊成町１－３５,4540803,2020-12-22,,230243,
B123210001191,B1(小学校),23(愛知),2(公),1(本),名古屋市立八熊小学校,愛知県名古屋市中川区八熊１－８－３０,4540013,2020-12-22,,230244,
B123210001208,B1(小学校),23(愛知),2(公),1(本),名古屋市立昭和橋小学校,愛知県名古屋市中川区中野新町７－５１－１,4540837,2020-12-22,,230245,
B123210001217,B1(小学校),23(愛知),2(公),1(本),名古屋市立常磐小学校,愛知県名古屋市中川区小本１丁目１５－２,4540828,2020-12-22,,230246,
B123210001226,B1(小学校),23(愛知),2(公),1(本),名古屋市立八幡小学校,愛知県名古屋市中川区八熊通５－４,4540035,2020-12-22,,230247,
B123210001235,B1(小学校),23(愛知),2(公),1(本),名古屋市立荒子小学校,愛知県名古屋市中川区中郷四丁目２３４番地,4540921,2020-12-22,,230248,
B123210001244,B1(小学校),23(愛知),2(公),1(本),名古屋市立正色小学校,愛知県名古屋市中川区下之一色町字権野１０７,4540945,2020-12-22,,230249,
B123210001253,B1(小学校),23(愛知),2(公),1(本),名古屋市立篠原小学校,愛知県名古屋市中川区丸米町１－５５,4540834,2020-12-22,,230250,
B123210001262,B1(小学校),23(愛知),2(公),1(本),名古屋市立戸田小学校,愛知県名古屋市中川区戸田二丁目２１１４,4540962,2020-12-22,,230251,
B123210001271,B1(小学校),23(愛知),2(公),1(本),名古屋市立豊治小学校,愛知県名古屋市中川区かの里１－２５０１,4540957,2020-12-22,,230252,
B123210001280,B1(小学校),23(愛知),2(公),1(本),名古屋市立千音寺小学校,愛知県名古屋市中川区千音寺四丁目１４７番地,4540977,2020-12-22,,230253,
B123210001299,B1(小学校),23(愛知),2(公),1(本),名古屋市立長須賀小学校,愛知県名古屋市中川区前田西町１－１００１,4540941,2020-12-22,,230254,
B123210001306,B1(小学校),23(愛知),2(公),1(本),名古屋市立万場小学校,愛知県名古屋市中川区万場４－１１０６,4540997,2020-12-22,,230255,
B123210001315,B1(小学校),23(愛知),2(公),1(本),名古屋市立野田小学校,愛知県名古屋市中川区野田１丁目５４５,4540912,2020-12-22,,230256,
B123210001324,B1(小学校),23(愛知),2(公),1(本),名古屋市立明正小学校,愛知県名古屋市中川区戸田明正３丁目１００１,4540961,2020-12-22,,230257,
B123210001333,B1(小学校),23(愛知),2(公),1(本),名古屋市立玉川小学校,愛知県名古屋市中川区玉川町２－１,4540058,2020-12-22,,230258,
B123210001342,B1(小学校),23(愛知),2(公),1(本),名古屋市立赤星小学校,愛知県名古屋市中川区赤星三丁目３０２番地,4540978,2020-12-22,,230259,
B123210001351,B1(小学校),23(愛知),2(公),1(本),名古屋市立中島小学校,愛知県名古屋市中川区中島新町２－４０１,4540932,2020-12-22,,230260,
B123210001360,B1(小学校),23(愛知),2(公),1(本),名古屋市立西中島小学校,愛知県名古屋市中川区西中島２－３０１,4540934,2020-12-22,,230261,
B123210001379,B1(小学校),23(愛知),2(公),1(本),名古屋市立五反田小学校,愛知県名古屋市中川区一色新町１－６０１,4540946,2020-12-22,,230262,
B123210001388,B1(小学校),23(愛知),2(公),1(本),名古屋市立春田小学校,愛知県名古屋市中川区東春田２－２４３,4540983,2020-12-22,,230263,
B123210001397,B1(小学校),23(愛知),2(公),1(本),名古屋市立西前田小学校,愛知県名古屋市中川区前田西町３－１００１,4540941,2020-12-22,,230264,
B123210001404,B1(小学校),23(愛知),2(公),1(本),名古屋市立東築地小学校,愛知県名古屋市港区東築地町２６番地,4550023,2020-12-22,,230281,
B123210001413,B1(小学校),23(愛知),2(公),1(本),名古屋市立中川小学校,愛知県名古屋市港区辰巳町３７－６,4550003,2020-12-22,,230282,
B123210001422,B1(小学校),23(愛知),2(公),1(本),名古屋市立成章小学校,愛知県名古屋市港区東土古町１－３,4550061,2020-12-22,,230283,
B123210001431,B1(小学校),23(愛知),2(公),1(本),名古屋市立大手小学校,愛知県名古屋市港区大手町３ー２８,4550046,2020-12-22,,230284,
B123210001440,B1(小学校),23(愛知),2(公),1(本),名古屋市立港西小学校,愛知県名古屋市港区十一屋三丁目５５番地,4550831,2020-12-22,,230285,
B123210001459,B1(小学校),23(愛知),2(公),1(本),名古屋市立稲永小学校,愛知県名古屋市港区稲永町４－６－３５,4550842,2020-12-22,,230286,
B123210001468,B1(小学校),23(愛知),2(公),1(本),名古屋市立小碓小学校,愛知県名古屋市港区土古町４－５９,4550068,2020-12-22,,230287,
B123210001477,B1(小学校),23(愛知),2(公),1(本),名古屋市立西築地小学校,愛知県名古屋市港区浜１－２－３３,4550036,2020-12-22,,230288,
B123210001486,B1(小学校),23(愛知),2(公),1(本),名古屋市立高木小学校,愛知県名古屋市港区高木町３－２０,4550821,2020-12-22,,230289,
B123210001495,B1(小学校),23(愛知),2(公),1(本),名古屋市立南陽小学校,愛知県名古屋市港区東茶屋２－３２８,4550851,2020-12-22,,230290,
B123210001501,B1(小学校),23(愛知),2(公),1(本),名古屋市立港楽小学校,愛知県名古屋市港区港楽２－３－３６,4550014,2020-12-22,,230293,
B123210001510,B1(小学校),23(愛知),2(公),1(本),名古屋市立明徳小学校,愛知県名古屋市港区小碓３－２５９,4550801,2020-12-22,,230294,
B123210001529,B1(小学校),23(愛知),2(公),1(本),名古屋市立西福田小学校,愛知県名古屋市港区西福田５－１６０１,4550874,2020-12-22,,230295,
B123210001538,B1(小学校),23(愛知),2(公),1(本),名古屋市立野跡小学校,愛知県名古屋市港区野跡１－４－１１,4550845,2020-12-22,,230296,
B123210001547,B1(小学校),23(愛知),2(公),1(本),名古屋市立東海小学校,愛知県名古屋市港区九番町１－１－３,4550008,2020-12-22,,230297,
B123210001556,B1(小学校),23(愛知),2(公),1(本),名古屋市立当知小学校,愛知県名古屋市港区当知３－２４０１,4550804,2020-12-22,,230298,
B123210001565,B1(小学校),23(愛知),2(公),1(本),名古屋市立福田小学校,愛知県名古屋市港区七反野一丁目１２０７番地,4550884,2020-12-22,,230299,
B123210001574,B1(小学校),23(愛知),2(公),1(本),名古屋市立正保小学校,愛知県名古屋市港区正保町５－２２,4550074,2020-12-22,,230300,
B123210001583,B1(小学校),23(愛知),2(公),1(本),名古屋市立神宮寺小学校,愛知県名古屋市港区神宮寺２－５０１,4550834,2020-12-22,,230301,
B123210001592,B1(小学校),23(愛知),2(公),1(本),名古屋市立福春小学校,愛知県名古屋市港区春田野１－２９０１,4550873,2020-12-22,,230303,
B123210001609,B1(小学校),23(愛知),2(公),1(本),名古屋市立豊田小学校,愛知県名古屋市南区豊田１－１９－２３,4570841,2020-12-22,,230311,
B123210001618,B1(小学校),23(愛知),2(公),1(本),名古屋市立明治小学校,愛知県名古屋市南区明治二丁目３番５０号,4570861,2020-12-22,,230312,
B123210001627,B1(小学校),23(愛知),2(公),1(本),名古屋市立伝馬小学校,愛知県名古屋市南区豊二丁目３８番９号,4570863,2020-12-22,,230313,
B123210001636,B1(小学校),23(愛知),2(公),1(本),名古屋市立呼続小学校,愛知県名古屋市南区呼続４－１７－１０,4570014,2020-12-22,,230314,
B123210001645,B1(小学校),23(愛知),2(公),1(本),名古屋市立白水小学校,愛知県名古屋市南区松下町２－１,4570808,2020-12-22,,230315,
B123210001654,B1(小学校),23(愛知),2(公),1(本),名古屋市立柴田小学校,愛知県名古屋市南区白水町１９,4570818,2020-12-22,,230316,
B123210001663,B1(小学校),23(愛知),2(公),1(本),名古屋市立桜小学校,愛知県名古屋市南区桜台２－１３－３８,4570005,2020-12-22,,230317,
B123210001672,B1(小学校),23(愛知),2(公),1(本),名古屋市立菊住小学校,愛知県名古屋市南区駈上１－１２－３７,4570007,2020-12-22,,230318,
B123210001681,B1(小学校),23(愛知),2(公),1(本),名古屋市立道徳小学校,愛知県名古屋市南区道徳新町５－４３,4570847,2020-12-22,,230319,
B123210001690,B1(小学校),23(愛知),2(公),1(本),名古屋市立笠寺小学校,愛知県名古屋市南区本星崎町本城７６５,4570056,2020-12-22,,230320,
B123210001707,B1(小学校),23(愛知),2(公),1(本),名古屋市立星崎小学校,愛知県名古屋市南区南野３－１６３,4570068,2020-12-22,,230321,
B123210001716,B1(小学校),23(愛知),2(公),1(本),名古屋市立大生小学校,愛知県名古屋市南区西又兵ヱ町３－７６,4570835,2020-12-22,,230322,
B123210001725,B1(小学校),23(愛知),2(公),1(本),名古屋市立宝小学校,愛知県名古屋市南区中割町２－５,4570826,2020-12-22,,230323,
B123210001734,B1(小学校),23(愛知),2(公),1(本),名古屋市立大磯小学校,愛知県名古屋市南区北内町５－１,4570049,2020-12-22,,230324,
B123210001743,B1(小学校),23(愛知),2(公),1(本),名古屋市立千鳥小学校,愛知県名古屋市南区三吉町６－１,4570805,2020-12-22,,230325,
B123210001752,B1(小学校),23(愛知),2(公),1(本),名古屋市立春日野小学校,愛知県名古屋市南区春日野町９－１,4570034,2020-12-22,,230326,
B123210001761,B1(小学校),23(愛知),2(公),1(本),名古屋市立笠東小学校,愛知県名古屋市南区芝町１１３,4570023,2020-12-22,,230327,
B123210001770,B1(小学校),23(愛知),2(公),1(本),名古屋市立宝南小学校,愛知県名古屋市南区堤起町３－４８,4570825,2020-12-22,,230328,
B123210001789,B1(小学校),23(愛知),2(公),1(本),名古屋市立守山小学校,愛知県名古屋市守山区西島町６－２７,4630015,2020-12-22,,230341,
B123210001798,B1(小学校),23(愛知),2(公),1(本),名古屋市立小幡小学校,愛知県名古屋市守山区小幡１－３－４,4630011,2020-12-22,,230342,
B123210001805,B1(小学校),23(愛知),2(公),1(本),名古屋市立廿軒家小学校,愛知県名古屋市守山区更屋敷１６番１６号,4630064,2020-12-22,,230343,
B123210001814,B1(小学校),23(愛知),2(公),1(本),名古屋市立大森小学校,愛知県名古屋市守山区大森４－４０１,4630021,2020-12-22,,230344,
B123210001823,B1(小学校),23(愛知),2(公),1(本),名古屋市立瀬古小学校,愛知県名古屋市守山区瀬古東三丁目１３０３番地,4630090,2020-12-22,,230345,
B123210001832,B1(小学校),23(愛知),2(公),1(本),名古屋市立鳥羽見小学校,愛知県名古屋市守山区鳥羽見二丁目１７番６号,4630076,2020-12-22,,230346,
B123210001841,B1(小学校),23(愛知),2(公),1(本),名古屋市立志段味東小学校,愛知県名古屋市守山区大字上志段味字道光３２３－２,4630001,2020-12-22,,230347,
B123210001850,B1(小学校),23(愛知),2(公),1(本),名古屋市立志段味西小学校,愛知県名古屋市守山区深沢２－１７７,4630811,2020-12-22,,230348,
B123210001869,B1(小学校),23(愛知),2(公),1(本),名古屋市立白沢小学校,愛知県名古屋市守山区白沢町２３３番地,4630092,2020-12-22,,230349,
B123210001878,B1(小学校),23(愛知),2(公),1(本),名古屋市立苗代小学校,愛知県名古屋市守山区苗代２－１０－６,4630046,2020-12-22,,230350,
B123210001887,B1(小学校),23(愛知),2(公),1(本),名古屋市立本地丘小学校,愛知県名古屋市守山区本地が丘９０８,4630031,2020-12-22,,230351,
B123210001896,B1(小学校),23(愛知),2(公),1(本),名古屋市立二城小学校,愛知県名古屋市守山区鳥神町２４８番地,4630088,2020-12-22,,230352,
B123210001903,B1(小学校),23(愛知),2(公),1(本),名古屋市立天子田小学校,愛知県名古屋市守山区天子田２－１５０１,4630037,2020-12-22,,230353,
B123210001912,B1(小学校),23(愛知),2(公),1(本),名古屋市立森孝東小学校,愛知県名古屋市守山区森孝東１－４４２,4630033,2020-12-22,,230354,
B123210001921,B1(小学校),23(愛知),2(公),1(本),名古屋市立森孝西小学校,愛知県名古屋市守山区森孝１－１１０８,4630035,2020-12-22,,230355,
B123210001930,B1(小学校),23(愛知),2(公),1(本),名古屋市立西城小学校,愛知県名古屋市守山区西城２－１４－３,4630084,2020-12-22,,230356,
B123210001949,B1(小学校),23(愛知),2(公),1(本),名古屋市立大森北小学校,愛知県名古屋市守山区御膳洞３２１,4630029,2020-12-22,,230357,
B123210001958,B1(小学校),23(愛知),2(公),1(本),名古屋市立小幡北小学校,愛知県名古屋市守山区小幡北１８０１,4630008,2020-12-22,,230358,
B123210001967,B1(小学校),23(愛知),2(公),1(本),名古屋市立吉根小学校,愛知県名古屋市守山区吉根１－１６０１,4630004,2020-12-22,,230359,
B123210001976,B1(小学校),23(愛知),2(公),1(本),名古屋市立下志段味小学校,愛知県名古屋市守山区桜坂一丁目１５０２番地,4630018,2020-12-22,,230360,
B123210001985,B1(小学校),23(愛知),2(公),1(本),名古屋市立鳴海小学校,愛知県名古屋市緑区鳴海町字矢切９８番地,4580801,2020-12-22,,230371,
B123210001994,B1(小学校),23(愛知),2(公),1(本),名古屋市立緑小学校,愛知県名古屋市緑区鳴海町前之輪２４,4580834,2020-12-22,,230372,
B123210002001,B1(小学校),23(愛知),2(公),1(本),名古屋市立鳴海東部小学校,愛知県名古屋市緑区平手北二丁目９０１,4580008,2020-12-22,,230373,
B123210002010,B1(小学校),23(愛知),2(公),1(本),名古屋市立東丘小学校,愛知県名古屋市緑区鳴海町字有松裏９,4580824,2020-12-22,,230374,
B123210002029,B1(小学校),23(愛知),2(公),1(本),名古屋市立平子小学校,愛知県名古屋市緑区平子が丘２３６番地,4580826,2020-12-22,,230375,
B123210002038,B1(小学校),23(愛知),2(公),1(本),名古屋市立鳴子小学校,愛知県名古屋市緑区鳴子町２－６９,4580041,2020-12-22,,230376,
B123210002047,B1(小学校),23(愛知),2(公),1(本),名古屋市立大高小学校,愛知県名古屋市緑区大高台３－２６０１,4598001,2020-12-22,,230377,
B123210002056,B1(小学校),23(愛知),2(公),1(本),名古屋市立有松小学校,愛知県名古屋市緑区有松２８０３番地,4580924,2020-12-22,,230378,
B123210002065,B1(小学校),23(愛知),2(公),1(本),名古屋市立片平小学校,愛知県名古屋市緑区鳴海町字片平１８,4580801,2020-12-22,,230379,
B123210002074,B1(小学校),23(愛知),2(公),1(本),名古屋市立太子小学校,愛知県名古屋市緑区太子２－２４２,4580823,2020-12-22,,230380,
B123210002083,B1(小学校),23(愛知),2(公),1(本),名古屋市立戸笠小学校,愛知県名古屋市緑区相川３－６０,4580011,2020-12-22,,230381,
B123210002092,B1(小学校),23(愛知),2(公),1(本),名古屋市立浦里小学校,愛知県名古屋市緑区浦里１－７７,4580847,2020-12-22,,230382,
B123210002109,B1(小学校),23(愛知),2(公),1(本),名古屋市立旭出小学校,愛知県名古屋市緑区旭出１－１０１,4580031,2020-12-22,,230383,
B123210002118,B1(小学校),23(愛知),2(公),1(本),名古屋市立黒石小学校,愛知県名古屋市緑区黒沢台２－１５３３,4580003,2020-12-22,,230384,
B123210002127,B1(小学校),23(愛知),2(公),1(本),名古屋市立長根台小学校,愛知県名古屋市緑区古鳴海２丁目１６１－１,4580047,2020-12-22,,230385,
B123210002136,B1(小学校),23(愛知),2(公),1(本),名古屋市立神の倉小学校,愛知県名古屋市緑区神の倉２－１９８,4580812,2020-12-22,,230386,
B123210002145,B1(小学校),23(愛知),2(公),1(本),名古屋市立桶狭間小学校,愛知県名古屋市緑区桶狭間巻山１９０８,4580920,2020-12-22,,230387,
B123210002154,B1(小学校),23(愛知),2(公),1(本),名古屋市立相原小学校,愛知県名古屋市緑区若田１－３０１,4580034,2020-12-22,,230388,
B123210002163,B1(小学校),23(愛知),2(公),1(本),名古屋市立桃山小学校,愛知県名古屋市緑区桃山４－３２７,4580002,2020-12-22,,230389,
B123210002172,B1(小学校),23(愛知),2(公),1(本),名古屋市立南陵小学校,愛知県名古屋市緑区桶狭間森前１３４８番地,4580910,2020-12-22,,230390,
B123210002181,B1(小学校),23(愛知),2(公),1(本),名古屋市立大高北小学校,愛知県名古屋市緑区大高町字町屋川１,4598001,2020-12-22,,230391,
B123210002190,B1(小学校),23(愛知),2(公),1(本),名古屋市立大高南小学校,愛知県名古屋市緑区南大高一丁目１００４番地,4598016,2020-12-22,,230392,
B123210002207,B1(小学校),23(愛知),2(公),1(本),名古屋市立徳重小学校,愛知県名古屋市緑区徳重２－８０１,4580815,2020-12-22,,230393,
B123210002216,B1(小学校),23(愛知),2(公),1(本),名古屋市立滝ノ水小学校,愛知県名古屋市緑区滝ノ水１－１９０１,4580021,2020-12-22,,230394,
B123210002225,B1(小学校),23(愛知),2(公),1(本),名古屋市立大清水小学校,愛知県名古屋市緑区大清水西９０１,4580806,2020-12-22,,230395,
B123210002234,B1(小学校),23(愛知),2(公),1(本),名古屋市立常安小学校,愛知県名古屋市緑区乗鞍１－２１０１,4580004,2020-12-22,,230396,
B123210002243,B1(小学校),23(愛知),2(公),1(本),名古屋市立小坂小学校,愛知県名古屋市緑区小坂１－１００１－２,4580022,2020-12-22,,230397,
B123210002252,B1(小学校),23(愛知),2(公),1(本),名古屋市立熊の前小学校,愛知県名古屋市緑区亀が洞１－９０１,4580804,2020-12-22,,230398,
B123210002261,B1(小学校),23(愛知),2(公),1(本),名古屋市立猪高小学校,愛知県名古屋市名東区丁田町３２番地,4650027,2020-12-22,,230401,
B123210002270,B1(小学校),23(愛知),2(公),1(本),名古屋市立香流小学校,愛知県名古屋市名東区香流二丁目１２０１,4650005,2020-12-22,,230402,
B123210002289,B1(小学校),23(愛知),2(公),1(本),名古屋市立高針小学校,愛知県名古屋市名東区高針２－１１０３,4650061,2020-12-22,,230403,
B123210002298,B1(小学校),23(愛知),2(公),1(本),名古屋市立西山小学校,愛知県名古屋市名東区西山本通２－３５,4650085,2020-12-22,,230404,
B123210002305,B1(小学校),23(愛知),2(公),1(本),名古屋市立名東小学校,愛知県名古屋市名東区亀の井３－１３４,4650094,2020-12-22,,230405,
B123210002314,B1(小学校),23(愛知),2(公),1(本),名古屋市立藤が丘小学校,愛知県名古屋市名東区藤が丘５４,4650032,2020-12-22,,230406,
B123210002323,B1(小学校),23(愛知),2(公),1(本),名古屋市立猪子石小学校,愛知県名古屋市名東区猪子石２－１２０１,4650021,2020-12-22,,230407,
B123210002332,B1(小学校),23(愛知),2(公),1(本),名古屋市立蓬来小学校,愛知県名古屋市名東区よもぎ台１－５０１,4650091,2020-12-22,,230408,
B123210002341,B1(小学校),23(愛知),2(公),1(本),名古屋市立梅森坂小学校,愛知県名古屋市名東区梅森坂４－２０１,4650065,2020-12-22,,230409,
B123210002350,B1(小学校),23(愛知),2(公),1(本),名古屋市立本郷小学校,愛知県名古屋市名東区本郷１丁目２３７番地,4650024,2020-12-22,,230410,
B123210002369,B1(小学校),23(愛知),2(公),1(本),名古屋市立貴船小学校,愛知県名古屋市名東区貴船３－２３０１,4650058,2020-12-22,,230411,
B123210002378,B1(小学校),23(愛知),2(公),1(本),名古屋市立上社小学校,愛知県名古屋市名東区上社五丁目１００２番地,4650025,2020-12-22,,230412,
B123210002387,B1(小学校),23(愛知),2(公),1(本),名古屋市立引山小学校,愛知県名古屋市名東区引山１－１１０５,4650002,2020-12-22,,230413,
B123210002396,B1(小学校),23(愛知),2(公),1(本),名古屋市立極楽小学校,愛知県名古屋市名東区高針台３－９０１,4650054,2020-12-22,,230414,
B123210002403,B1(小学校),23(愛知),2(公),1(本),名古屋市立平和が丘小学校,愛知県名古屋市名東区平和が丘１－１,4650097,2020-12-22,,230415,
B123210002412,B1(小学校),23(愛知),2(公),1(本),名古屋市立豊が丘小学校,愛知県名古屋市名東区豊が丘１５０１番地,4650035,2020-12-22,,230416,
B123210002421,B1(小学校),23(愛知),2(公),1(本),名古屋市立前山小学校,愛知県名古屋市名東区牧の里２－１５０１,4650068,2020-12-22,,230417,
B123210002430,B1(小学校),23(愛知),2(公),1(本),名古屋市立牧の原小学校,愛知県名古屋市名東区牧の原三丁目４０１,4650072,2020-12-22,,230418,
B123210002449,B1(小学校),23(愛知),2(公),1(本),名古屋市立北一社小学校,愛知県名古屋市名東区上菅１－１０１,4650014,2020-12-22,,230419,
B123210002458,B1(小学校),23(愛知),2(公),1(本),名古屋市立天白小学校,愛知県名古屋市天白区池場２－１１０９,4680055,2020-12-22,,230431,
B123210002467,B1(小学校),23(愛知),2(公),1(本),名古屋市立野並小学校,愛知県名古屋市天白区野並１－６０,4680045,2020-12-22,,230432,
B123210002476,B1(小学校),23(愛知),2(公),9(廃),名古屋市立高坂小学校,愛知県名古屋市天白区高坂町８９,4680025,2020-12-22,2024-05-01,230433,B123210009683
B123210002485,B1(小学校),23(愛知),2(公),1(本),名古屋市立八事東小学校,愛知県名古屋市天白区音聞山１８０１,4680063,2020-12-22,,230434,
B123210002494,B1(小学校),23(愛知),2(公),1(本),名古屋市立平針小学校,愛知県名古屋市天白区向ヶ丘１－６２０,4680012,2020-12-22,,230435,
B123210002500,B1(小学校),23(愛知),2(公),1(本),名古屋市立植田小学校,愛知県名古屋市天白区植田本町１－１２０１,4680007,2020-12-22,,230436,
B123210002519,B1(小学校),23(愛知),2(公),1(本),名古屋市立表山小学校,愛知県名古屋市天白区表山二丁目７０１,4680069,2020-12-22,,230437,
B123210002528,B1(小学校),23(愛知),2(公),9(廃),名古屋市立しまだ小学校,愛知県名古屋市天白区御前場町３５１,4680023,2020-12-22,2024-05-01,230438,B123210009683
B123210002537,B1(小学校),23(愛知),2(公),1(本),名古屋市立山根小学校,愛知県名古屋市天白区山根町１８９,4680038,2020-12-22,,230439,
B123210002546,B1(小学校),23(愛知),2(公),1(本),名古屋市立平針南小学校,愛知県名古屋市天白区平針南四丁目４０２番地,4680020,2020-12-22,,230440,
B123210002555,B1(小学校),23(愛知),2(公),1(本),名古屋市立相生小学校,愛知県名古屋市天白区境根町３６,4680035,2020-12-22,,230441,
B123210002564,B1(小学校),23(愛知),2(公),1(本),名古屋市立大坪小学校,愛知県名古屋市天白区大坪２－１６０１,4680072,2020-12-22,,230442,
B123210002573,B1(小学校),23(愛知),2(公),1(本),名古屋市立原小学校,愛知県名古屋市天白区原５－６０１,4680015,2020-12-22,,230443,
B123210002582,B1(小学校),23(愛知),2(公),1(本),名古屋市立植田南小学校,愛知県名古屋市天白区植田３－３０１,4680051,2020-12-22,,230444,
B123210002591,B1(小学校),23(愛知),2(公),1(本),名古屋市立平針北小学校,愛知県名古屋市天白区平針１－５０１,4680011,2020-12-22,,230445,
B123210002608,B1(小学校),23(愛知),2(公),1(本),名古屋市立植田北小学校,愛知県名古屋市天白区焼山２－１３０２,4680002,2020-12-22,,230446,
B123210002617,B1(小学校),23(愛知),2(公),1(本),名古屋市立植田東小学校,愛知県名古屋市天白区植田東３－１００３－１,4680006,2020-12-22,,230447,
B123210002626,B1(小学校),23(愛知),2(公),1(本),豊橋市立岩田小学校,愛知県豊橋市中岩田４丁目１－２,4400832,2020-12-22,,230501,
B123210002635,B1(小学校),23(愛知),2(公),1(本),豊橋市立東田小学校,愛知県豊橋市仁連木町１５,4400065,2020-12-22,,230502,
B123210002644,B1(小学校),23(愛知),2(公),1(本),豊橋市立八町小学校,愛知県豊橋市八町通五丁目５,4400806,2020-12-22,,230503,
B123210002653,B1(小学校),23(愛知),2(公),1(本),豊橋市立松葉小学校,愛知県豊橋市大橋通三丁目１０７番地,4400076,2020-12-22,,230504,
B123210002662,B1(小学校),23(愛知),2(公),1(本),豊橋市立花田小学校,愛知県豊橋市西羽田町２４７,4418081,2020-12-22,,230505,
B123210002671,B1(小学校),23(愛知),2(公),1(本),豊橋市立松山小学校,愛知県豊橋市西松山町４２,4400876,2020-12-22,,230506,
B123210002680,B1(小学校),23(愛知),2(公),1(本),豊橋市立新川小学校,愛知県豊橋市前田中町８－２３,4400872,2020-12-22,,230507,
B123210002699,B1(小学校),23(愛知),2(公),1(本),豊橋市立羽根井小学校,愛知県豊橋市羽根井本町１３１番地,4418029,2020-12-22,,230508,
B123210002706,B1(小学校),23(愛知),2(公),1(本),豊橋市立下地小学校,愛知県豊橋市下地町字宮前６８,4400086,2020-12-22,,230509,
B123210002715,B1(小学校),23(愛知),2(公),1(本),豊橋市立大村小学校,愛知県豊橋市大村町字地之神９番地,4400081,2020-12-22,,230510,
B123210002724,B1(小学校),23(愛知),2(公),1(本),豊橋市立津田小学校,愛知県豊橋市横須賀町宮元３－１,4400093,2020-12-22,,230511,
B123210002733,B1(小学校),23(愛知),2(公),1(本),豊橋市立牟呂小学校,愛知県豊橋市牟呂中村町１－４,4418093,2020-12-22,,230512,
B123210002742,B1(小学校),23(愛知),2(公),1(本),豊橋市立吉田方小学校,愛知県豊橋市吉川町１１８,4418002,2020-12-22,,230513,
B123210002751,B1(小学校),23(愛知),2(公),1(本),豊橋市立高師小学校,愛知県豊橋市上野町上原１００番地,4418157,2020-12-22,,230514,
B123210002760,B1(小学校),23(愛知),2(公),1(本),豊橋市立福岡小学校,愛知県豊橋市橋良町平野１－１,4418063,2020-12-22,,230515,
B123210002779,B1(小学校),23(愛知),2(公),1(本),豊橋市立磯辺小学校,愛知県豊橋市駒形町字丸山６１番地,4418145,2020-12-22,,230516,
B123210002788,B1(小学校),23(愛知),2(公),1(本),豊橋市立大崎小学校,愛知県豊橋市大崎町字西里中２０番地の１,4418073,2020-12-22,,230517,
B123210002797,B1(小学校),23(愛知),2(公),1(本),豊橋市立野依小学校,愛知県豊橋市野依町字諏訪１２５,4418124,2020-12-22,,230518,
B123210002804,B1(小学校),23(愛知),2(公),1(本),豊橋市立植田小学校,愛知県豊橋市植田町字池堀田１５,4418134,2020-12-22,,230519,
