文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
H122310000018,H1(専修),22(静岡),3(私),1(本),沼津情報・ビジネス専門学校,静岡県沼津市西条町１７－１,4100804,2020-12-22,,228557,
H122310000027,H1(専修),22(静岡),3(私),1(本),大原公務員・ホテル・ブライダル専門学校沼津校,静岡県沼津市大手町５－５－１１,4100801,2020-12-22,,228559,
H122310000036,H1(専修),22(静岡),3(私),1(本),大原医療福祉専門学校沼津校,静岡県沼津市大手町５－５－１１,4100801,2020-12-22,,228560,
H122310000045,H1(専修),22(静岡),3(私),1(本),国際観光専門学校熱海校,静岡県熱海市中央町１３－４,4130015,2020-12-22,,228570,
H122310000054,H1(専修),22(静岡),3(私),9(廃),国際医療管理専門学校熱海校,静岡県熱海市中央町１３―４,4130015,2020-12-22,2022-05-01,228573,
H122310000063,H1(専修),22(静岡),3(私),1(本),東海医療学園専門学校,静岡県熱海市桃山町２０－７,4130006,2020-12-22,,228575,
H122310000072,H1(専修),22(静岡),3(私),1(本),国際ペットビジネス専門学校熱海校,静岡県熱海市田原本町９番１号,4130011,2020-12-22,,228576,
H122310000081,H1(専修),22(静岡),3(私),1(本),中央歯科衛生士調理製菓専門学校,静岡県三島市一番町１５番３５号,4110036,2020-12-22,,228580,
H122310000090,H1(専修),22(静岡),3(私),1(本),静岡県東部総合美容専門学校,静岡県三島市寿町３－４２,4110039,2020-12-22,,228581,
H122310000107,H1(専修),22(静岡),3(私),1(本),富士コンピュータ専門学校,静岡県伊豆市中原戸２７７－２,4102512,2020-12-22,,228591,
H122310000116,H1(専修),22(静岡),3(私),9(廃),富士調理技術専門学校,静岡県富士市岩本１９５１,4160901,2020-12-22,2026-05-01,228593,
H122310000125,H1(専修),22(静岡),3(私),1(本),タカヤマアドバンスビューティー専門学校,静岡県富士市松岡字六軒屋１２４８,4160909,2020-12-22,,228595,
H122310000134,H1(専修),22(静岡),3(私),1(本),専門学校富士リハビリテーション大学校,静岡県富士市伝法２５２７－１,4170061,2020-12-22,,228599,
H122310000143,H1(専修),22(静岡),3(私),1(本),ＪＡ静岡厚生連するが看護専門学校,静岡県富士市中之郷２５００－１,4213306,2020-12-22,,228601,
H122310000152,H1(専修),22(静岡),3(私),1(本),富士宮高等専修学校,静岡県富士宮市中央町１４－７,4180065,2020-12-22,,228610,
H122310000161,H1(専修),22(静岡),3(私),1(本),専門学校日本建築藝術大學校,静岡県富士宮市上井出２７３０－５,4180103,2020-12-22,,228611,
H122310000170,H1(専修),22(静岡),3(私),1(本),日本書道芸術専門学校,静岡県伊東市吉田１０２２番地,4140051,2020-12-22,,228621,
H122310000189,H1(専修),22(静岡),3(私),1(本),湘南医療大学附属下田看護専門学校,静岡県下田市柿崎２８９番地,4150013,2020-12-22,,228630,
H122310000198,H1(専修),22(静岡),3(私),1(本),御殿場看護学校,静岡県御殿場市川島田１９８－３,4120045,2020-12-22,,228640,
H122310000205,H1(専修),22(静岡),3(私),9(廃),国際マネジメント＆ケア専門学校,静岡県沼津市高島本町１２番２２号,4100055,2020-12-22,2024-05-01,228681,
H122310000214,H1(専修),22(静岡),3(私),1(本),静岡医療センター附属静岡看護学校,静岡県駿東郡清水町長沢７６２－１,4110905,2020-12-22,,228682,
H122310000223,H1(専修),22(静岡),3(私),1(本),静岡産業技術専門学校,静岡県静岡市葵区宮前町１１０番１１号,4208537,2020-12-22,,228700,
H122310000232,H1(専修),22(静岡),3(私),1(本),専門学校ノアデザインカレッジ,静岡県静岡市葵区伝馬町８番地の１０,4200858,2020-12-22,,228702,
H122310000241,H1(専修),22(静岡),3(私),1(本),静岡デザイン専門学校,静岡県静岡市葵区御幸町２０番,4200857,2020-12-22,,228703,
H122310000250,H1(専修),22(静岡),3(私),1(本),静岡県美容専門学校,静岡県静岡市葵区春日２丁目４番１０号,4200823,2020-12-22,,228705,
H122310000269,H1(専修),22(静岡),3(私),1(本),中央調理製菓専門学校静岡校,静岡県静岡市葵区七間町１５－１,4200035,2020-12-22,,228709,
H122310000278,H1(専修),22(静岡),3(私),1(本),辻村和服専門学校,静岡県静岡市駿河区中田１－１８－１３,4228041,2020-12-22,,228710,
H122310000287,H1(専修),22(静岡),3(私),9(廃),専修学校静岡学園早慶セミナー,静岡県静岡市駿河区八幡１‐１‐１,4228076,2020-12-22,2025-05-01,228714,
H122310000296,H1(専修),22(静岡),3(私),1(本),プロスペラ学院ビジネス専門学校,静岡県静岡市駿河区丸子５５２２番地の１,4210103,2020-12-22,,228715,
H122310000303,H1(専修),22(静岡),3(私),1(本),大原簿記情報医療専門学校静岡校,静岡県静岡市葵区柚木１０３－１,4200821,2020-12-22,,228716,
H122310000312,H1(専修),22(静岡),3(私),1(本),駿河学院専門学校,静岡県静岡市葵区音羽町１９－２２,4200834,2020-12-22,,228718,
H122310000321,H1(専修),22(静岡),3(私),1(本),専門学校静岡電子情報カレッジ,静岡県静岡市駿河区南町１３－５,4228067,2020-12-22,,228720,
H122310000330,H1(専修),22(静岡),3(私),1(本),静岡済生会看護専門学校,静岡県静岡市駿河区小鹿１－１－２４,4228527,2020-12-22,,228721,
H122310000349,H1(専修),22(静岡),3(私),1(本),専門学校静岡工科自動車大学校,静岡県静岡市葵区宮前町５２－１,4208507,2020-12-22,,228722,
H122310000358,H1(専修),22(静岡),3(私),1(本),専門学校静岡医療秘書学院,静岡県静岡市駿河区石田１－２０－１１,4228042,2020-12-22,,228723,
H122310000367,H1(専修),22(静岡),3(私),1(本),大原トラベル・ホテル・ブライダル専門学校静岡校,静岡県静岡市葵区柚木１０３－１,4200821,2020-12-22,,228724,
H122310000376,H1(専修),22(静岡),3(私),1(本),大原法律公務員専門学校静岡校,静岡県静岡市葵区柚木１０３－１,4200821,2020-12-22,,228725,
H122310000385,H1(専修),22(静岡),3(私),1(本),静岡福祉医療専門学校,静岡県静岡市駿河区森下町４－２５,4228061,2020-12-22,,228726,
H122310000394,H1(専修),22(静岡),3(私),1(本),静進情報高等専修学校,静岡県静岡市葵区音羽町２６－３１,4200834,2020-12-22,,228728,
H122310000401,H1(専修),22(静岡),3(私),1(本),静岡インターナショナル・エア・リゾート専門学校,静岡県静岡市葵区鷹匠２丁目１９－１５,4200822,2020-12-22,,228729,
H122310000410,H1(専修),22(静岡),3(私),1(本),国際ことば学院外国語専門学校,静岡県静岡市駿河区稲川３丁目９番４号,4228062,2020-12-22,,228730,
H122310000429,H1(専修),22(静岡),3(私),1(本),専門学校中央医療健康大学校,静岡県静岡市駿河区曲金６丁目７番１５号,4228006,2020-12-22,,228731,
H122310000438,H1(専修),22(静岡),3(私),1(本),川口調理師専門学校,静岡県静岡市清水区追分２丁目６番４号,4240841,2020-12-22,,228740,
H122310000447,H1(専修),22(静岡),3(私),1(本),清水学院高等専修学校,静岡県静岡市清水区二の丸町６－５１,4240811,2020-12-22,,228746,
H122310000456,H1(専修),22(静岡),3(私),1(本),静岡医療学園専門学校,静岡県静岡市駿河区みずほ５－１４－２２,4210115,2020-12-22,,228747,
H122310000465,H1(専修),22(静岡),3(私),1(本),中央動物総合専門学校,静岡県静岡市清水区辻１－１２－１７,4240806,2020-12-22,,228749,
H122310000474,H1(専修),22(静岡),3(私),1(本),島田実業高等専修学校,静岡県島田市元島田９２１７－１,4270057,2020-12-22,,228760,
H122310000483,H1(専修),22(静岡),3(私),1(本),藤枝学院高等専修学校,静岡県藤枝市大手１－２３－３３,4260017,2020-12-22,,228775,
H122310000492,H1(専修),22(静岡),3(私),1(本),静岡アルス美容専門学校,静岡県掛川市葛川１１５５番地２,4360074,2020-12-22,,228780,
H122310000508,H1(専修),22(静岡),3(私),1(本),中遠調理師専門学校,静岡県御前崎市池新田３８９１,4371612,2020-12-22,,228830,
H122310000517,H1(専修),22(静岡),3(私),1(本),専門学校中央メカニック自動車大学校,静岡県駿東郡小山町一色字西裏２８９－１,4101325,2020-12-22,,228840,
H122310000526,H1(専修),22(静岡),3(私),1(本),デザインテクノロジー専門学校,静岡県浜松市中央区東伊場１－１－８,4328036,2020-12-22,,228901,
H122310000535,H1(専修),22(静岡),3(私),1(本),静岡県西部理容美容専門学校,静岡県浜松市中央区鴨江１－２－４,4328023,2020-12-22,,228902,
H122310000544,H1(専修),22(静岡),3(私),1(本),ＪＡ静岡厚生連浜松厚生看護専門学校,静岡県浜松市中央区野口町２９７,4313113,2020-12-22,,228904,
H122310000553,H1(専修),22(静岡),3(私),1(本),浜松調理菓子専門学校,静岡県浜松市中央区広沢１－２－２,4328013,2020-12-22,,228905,
H122310000562,H1(専修),22(静岡),3(私),1(本),東海調理製菓専門学校,静岡県浜松市中央区板屋町１０１－１１,4300928,2020-12-22,,228906,
H122310000571,H1(専修),22(静岡),3(私),1(本),大原簿記情報医療専門学校浜松校,静岡県浜松市中央区板屋町１０１－８,4300928,2020-12-22,,228915,
H122310000580,H1(専修),22(静岡),3(私),1(本),浜松歯科衛生士専門学校,静岡県浜松市中央区鴨江２－１１－２,4328023,2020-12-22,,228916,
H122310000599,H1(専修),22(静岡),3(私),1(本),浜松市医師会看護高等専修学校,静岡県浜松市中央区伝馬町３１１－２,4300935,2020-12-22,,228917,
H122310000606,H1(専修),22(静岡),3(私),1(本),浜松未来総合専門学校,静岡県浜松市中央区中央３－１０－３１,4300929,2020-12-22,,228919,
H122310000615,H1(専修),22(静岡),3(私),9(廃),国際観光専門学校浜松校,静岡県浜松市中区元浜町３４－１５,4300942,2020-12-22,2023-05-01,228921,
H122310000624,H1(専修),22(静岡),3(私),9(廃),国際医療管理専門学校浜松校,静岡県浜松市中区元浜町３４－１５,4300942,2020-12-22,2023-05-01,228923,
H122310000633,H1(専修),22(静岡),3(私),1(本),大原トラベル・ホテル・ブライダル専門学校浜松校,静岡県浜松市中央区板屋町１０１－８,4300928,2020-12-22,,228926,
H122310000642,H1(専修),22(静岡),3(私),1(本),専門学校東海工科自動車大学校,静岡県浜松市中央区中沢町８０－１４,4300904,2020-12-22,,228927,
H122310000651,H1(専修),22(静岡),3(私),1(本),ルネサンスデザイン・美容専門学校,静岡県浜松市中央区北田町１３０－１２,4300943,2020-12-22,,228928,
H122310000660,H1(専修),22(静岡),3(私),1(本),東海文化高等専修学校,静岡県磐田市中泉１６９４,4380078,2020-12-22,,228930,
H122310000679,H1(専修),22(静岡),3(私),1(本),静岡こども福祉専門学校,静岡県磐田市中泉１６９４番地,4380078,2020-12-22,,228931,
H122310000688,H1(専修),22(静岡),3(私),1(本),静岡歯科衛生士専門学校,静岡県磐田市中泉１６９４,4380078,2020-12-22,,228933,
H122310000697,H1(専修),22(静岡),3(私),9(廃),静岡新美容専門学校,静岡県磐田市中泉１６９４,4380078,2020-12-22,2024-05-01,228934,
H122310000704,H1(専修),22(静岡),3(私),1(本),専門学校オイスカ・アグリ・カレッジ,静岡県浜松市中央区和地町５８１５,4311115,2020-12-22,,228960,
H122310000713,H1(専修),22(静岡),3(私),1(本),専門学校静岡医療科学専門大学校,静岡県浜松市浜名区平口２０００,4340041,2020-12-22,,228961,
H122310000722,H1(専修),22(静岡),3(私),1(本),大原法律公務員専門学校浜松校,静岡県浜松市中央区板屋町１０１－８,4300928,2020-12-22,,228970,
H122310000731,H1(専修),22(静岡),3(私),1(本),浜松日建工科専門学校,静岡県浜松市中央区海老塚１－５－７,4328033,2020-12-22,,228971,
H122310000740,H1(専修),22(静岡),3(私),1(本),専門学校浜松医療学院,静岡県浜松市浜名区貴布祢２３２－３,4340038,2020-12-22,,228972,
H122310000759,H1(専修),22(静岡),3(私),1(本),東海歯科衛生士専門学校,静岡県浜松市中央区東田町３６－８,4300915,2020-12-22,,228973,
H122310000768,H1(専修),22(静岡),3(私),1(本),静岡東都医療専門学校,静岡県伊豆の国市南江間１９４９番地,4102221,2020-12-22,,228991,
H122310000777,H1(専修),22(静岡),3(私),9(廃),専門学校浜松デザインカレッジ,静岡県浜松市中区中央３－１０－３１,4300929,2020-12-22,2024-05-01,228992,
H122310000786,H1(専修),22(静岡),3(私),1(本),専門学校ルネサンス・ペット・アカデミー,静岡県浜松市中央区北田町１３４－３８,4300943,2020-12-22,,228993,
H122310000795,H1(専修),22(静岡),3(私),1(本),専修学校河合塾浜松校,静岡県浜松市中央区田町３２６－１９,4300944,2020-12-22,,228995,
H122310000802,H1(専修),22(静岡),3(私),1(本),東海こども専門学校,静岡県浜松市中央区東田町３６－８,4300915,2020-12-22,,228996,
H122310000811,H1(専修),22(静岡),3(私),1(本),聖隷クリストファー大学介護福祉専門学校,静岡県浜松市中央区三方原町３４５３,4338558,2020-12-22,,228997,
H122310000820,H1(専修),22(静岡),3(私),1(本),駿台予備学校浜松校,静岡県浜松市中央区旭町６番１,4300927,2021-05-27,,228998,
H122310000839,H1(専修),22(静岡),3(私),1(本),専門学校浜松工科自動車大学校,静岡県浜松市中央区寺島町２８５番地の２４,4300925,2023-05-01,,,
H122310000848,H1(専修),22(静岡),3(私),1(本),専門学校ルネサンス・ペット・アカデミー静岡校,静岡県静岡市駿河区東静岡２丁目５番１５号,4228019,2024-05-01,,,
H222310000017,H2(各種),22(静岡),3(私),1(本),三島ドレスメーカー女学院,静岡県沼津市高沢町２００,4100057,2020-12-22,,229151,
H222310000026,H2(各種),22(静岡),3(私),1(本),静岡日本語学院,静岡県静岡市葵区宮前町１１０番１１号,4100804,2020-12-22,,229153,
H222310000035,H2(各種),22(静岡),3(私),9(廃),熱海共進珠算学校,静岡県熱海市桃山町１７－１１,4130006,2020-12-22,2022-05-01,229162,
H222310000044,H2(各種),22(静岡),3(私),1(本),渡辺ニッテイングスクール,静岡県三島市広小路町６－１９,4110856,2020-12-22,,229181,
H222310000053,H2(各種),22(静岡),3(私),9(廃),エスコーラフジ,静岡県富士市平垣本町６－１８,4160913,2020-12-22,2026-05-01,229257,
H222310000062,H2(各種),22(静岡),3(私),1(本),富士山日本語学校,静岡県富士市横割１丁目６－１６,4160944,2020-12-22,,229258,
H222310000071,H2(各種),22(静岡),3(私),1(本),稲取珠算学校,静岡県賀茂郡東伊豆町稲取４２４－８,4130411,2020-12-22,,229290,
H222310000080,H2(各種),22(静岡),3(私),1(本),松崎珠算学校,静岡県賀茂郡松崎町松崎３２５－１０,4103611,2020-12-22,,229293,
H222310000099,H2(各種),22(静岡),3(私),1(本),静岡朝鮮初中級学校,静岡県静岡市駿河区中島１１７１,4228046,2020-12-22,,229322,
H222310000106,H2(各種),22(静岡),3(私),9(廃),静岡珠算学校,静岡県静岡市葵区東鷹匠町５－８,4200833,2020-12-22,2023-05-01,229363,
H222310000115,H2(各種),22(静岡),3(私),1(本),南條珠算学校,静岡県静岡市葵区幸町１３番地,4200067,2020-12-22,,229365,
H222310000124,H2(各種),22(静岡),3(私),9(廃),川口栄養料理学校,静岡県静岡市清水区万世町２丁目３番１８号,4240826,2020-12-22,2023-05-01,229409,
H222310000133,H2(各種),22(静岡),3(私),1(本),興津珠算学校,静岡県静岡市清水区興津中町３６０,4240204,2020-12-22,,229412,
H222310000142,H2(各種),22(静岡),3(私),9(廃),伊藤珠算学校,静岡県菊川市下平川１４１６,4371514,2020-12-22,2023-05-01,229512,
H222310000151,H2(各種),22(静岡),3(私),1(本),カワイ音楽学園,静岡県浜松市中央区寺島町２００,4308665,2020-12-22,,229524,
H222310000160,H2(各種),22(静岡),3(私),1(本),浜松ブラザー編物学院,静岡県浜松市中央区新津町７１５,4300911,2020-12-22,,229541,
H222310000179,H2(各種),22(静岡),3(私),9(廃),助信珠算学校,静岡県浜松市東区大瀬町２７－９１,4313113,2020-12-22,2023-05-01,229547,
H222310000188,H2(各種),22(静岡),3(私),1(本),遠州速算学校,静岡県浜松市中央区海老塚２－７－２２,4328033,2020-12-22,,229558,
H222310000197,H2(各種),22(静岡),3(私),1(本),ムンド・デ・アレグリア学校,静岡県浜松市中央区雄踏町宇布見９６１１－１,4310102,2020-12-22,,229571,
H222310000204,H2(各種),22(静岡),3(私),1(本),伯人学校イーエーエス浜松,静岡県浜松市中央区半田山２－２４－３,4313125,2020-12-22,,229575,
H222310000213,H2(各種),22(静岡),3(私),1(本),浜松日本語学院,静岡県浜松市中央区中央３－１０－８,4300929,2020-12-22,,229578,
H222310000222,H2(各種),22(静岡),3(私),1(本),山梨珠算学校,静岡県袋井市大谷７８,4370006,2020-12-22,,229615,
H222310000231,H2(各種),22(静岡),3(私),1(本),静岡国際言語学院,静岡県袋井市諸井２３３１－１,4371121,2020-12-22,,229616,
H222310000240,H2(各種),22(静岡),3(私),1(本),気賀珠算学校,静岡県浜松市浜名区細江町気賀６９４－１,4311305,2020-12-22,,229690,
H222310000259,H2(各種),22(静岡),3(私),1(本),国際ことば学院日本語学校,静岡県静岡市駿河区八幡３丁目２－２８,4228076,2020-12-22,,229691,
H222310000268,H2(各種),22(静岡),3(私),1(本),静岡日本語教育センター,静岡県静岡市葵区横田町１１－６,4200835,2020-12-22,,229692,
A123110000016,A1(幼稚園),23(愛知),1(国),1(本),愛知教育大学附属幼稚園,愛知県名古屋市東区大幸南１－１２６,4610047,2020-12-22,,236501,
A123210000005,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立第二幼稚園,愛知県名古屋市千種区千種３－４－１,4640858,2020-12-22,,236511,
A123210000014,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立第一幼稚園,愛知県名古屋市東区泉１－１－４２,4610001,2020-12-22,,236521,
A123210000023,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立大幸幼稚園,愛知県名古屋市東区砂田橋５－６－２０,4610045,2020-12-22,,236522,
A123210000032,A1(幼稚園),23(愛知),2(公),9(廃),名古屋市立報徳幼稚園,愛知県名古屋市北区平安二丁目２１番６１号,4620819,2020-12-22,2022-05-01,236531,
A123210000041,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立楠西幼稚園,愛知県名古屋市北区会所町８２－１,4620061,2020-12-22,,236533,
A123210000050,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立おりべ幼稚園,愛知県名古屋市北区織部町１－９,4620864,2020-12-22,,236534,
A123210000069,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立第三幼稚園,愛知県名古屋市西区那古野２－１５－１,4510042,2020-12-22,,236541,
A123210000078,A1(幼稚園),23(愛知),2(公),9(廃),名古屋市立比良西幼稚園,愛知県名古屋市西区清里町３９番地,4520801,2020-12-22,2023-05-01,236544,
A123210000087,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立吹上幼稚園,愛知県名古屋市昭和区吹上町１－２７,4660002,2020-12-22,,236571,
A123210000096,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立高田幼稚園,愛知県名古屋市瑞穂区直来町３－２０,4670865,2020-12-22,,236582,
A123210000103,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立常磐幼稚園,愛知県名古屋市中川区小本１丁目１５－２,4540828,2020-12-22,,236601,
A123210000112,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立荒子幼稚園,愛知県名古屋市中川区中郷４－２３４,4540921,2020-12-22,,236602,
A123210000121,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立春田幼稚園,愛知県名古屋市中川区東春田２－１４３,4540983,2020-12-22,,236603,
A123210000130,A1(幼稚園),23(愛知),2(公),9(廃),名古屋市立はとり幼稚園,愛知県名古屋市中川区服部３丁目６０１番地,4540976,2020-12-22,2022-05-01,236604,
A123210000149,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立二城幼稚園,愛知県名古屋市守山区鳥神町２４８,4630088,2020-12-22,,236631,
A123210000158,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立鳴子幼稚園,愛知県名古屋市緑区鳴子町１－５４,4580041,2020-12-22,,236641,
A123210000167,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立桶狭間幼稚園,愛知県名古屋市緑区南陵１０２番,4580918,2020-12-22,,236642,
A123210000176,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立大高幼稚園,愛知県名古屋市緑区森の里１丁目１０７,4598002,2020-12-22,,236643,
A123210000185,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立神の倉幼稚園,愛知県名古屋市緑区神の倉四丁目２１０番地,4580812,2020-12-22,,236645,
A123210000194,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立西山台幼稚園,愛知県名古屋市名東区亀の井２－４１,4650094,2020-12-22,,236651,
A123210000201,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立猪高幼稚園,愛知県名古屋市名東区丁田町３３,4650027,2020-12-22,,236652,
A123210000210,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立梅森坂幼稚園,愛知県名古屋市名東区梅森坂３ー２１０,4650065,2020-12-22,,236653,
A123210000229,A1(幼稚園),23(愛知),2(公),1(本),名古屋市立植田幼稚園,愛知県名古屋市天白区植田本町１－１２０１,4680007,2020-12-22,,236661,
A123210000238,A1(幼稚園),23(愛知),2(公),1(本),半田市立半田幼稚園,愛知県半田市勘内町１－２,4750877,2020-12-22,,236731,
A123210000247,A1(幼稚園),23(愛知),2(公),1(本),半田市立乙川幼稚園,愛知県半田市乙川若宮町４５,4750063,2020-12-22,,236732,
A123210000256,A1(幼稚園),23(愛知),2(公),1(本),半田市立亀崎幼稚園,愛知県半田市亀崎月見町１－６３,4750022,2020-12-22,,236733,
A123210000265,A1(幼稚園),23(愛知),2(公),1(本),半田市立成岩幼稚園,愛知県半田市有楽町２－１２５,4750837,2020-12-22,,236734,
A123210000274,A1(幼稚園),23(愛知),2(公),1(本),半田市立花園幼稚園,愛知県半田市青山６－１８－１,4750836,2020-12-22,,236736,
A123210000283,A1(幼稚園),23(愛知),2(公),1(本),半田市立宮池幼稚園,愛知県半田市北二ツ坂町２－１４－６,4750927,2020-12-22,,236737,
A123210000292,A1(幼稚園),23(愛知),2(公),9(廃),津島市立津島幼稚園,愛知県津島市古川町３－６４,4960043,2020-12-22,2022-05-01,236761,A223210000237
A123210000309,A1(幼稚園),23(愛知),2(公),1(本),碧南市立大浜幼稚園,愛知県碧南市浜田町１丁目１１９番地,4470842,2020-12-22,,236771,
A123210000318,A1(幼稚園),23(愛知),2(公),1(本),碧南市立新川幼稚園,愛知県碧南市新川町２－１２３,4470863,2020-12-22,,236772,
A123210000327,A1(幼稚園),23(愛知),2(公),1(本),碧南市立棚尾幼稚園,愛知県碧南市春日町２－１０,4470888,2020-12-22,,236773,
A123210000336,A1(幼稚園),23(愛知),2(公),1(本),碧南市立西端幼稚園,愛知県碧南市上町２丁目７７番地,4470074,2020-12-22,,236774,
A123210000345,A1(幼稚園),23(愛知),2(公),1(本),碧南市立中央幼稚園,愛知県碧南市幸町３丁目４０番地１,4470043,2020-12-22,,236775,
A123210000354,A1(幼稚園),23(愛知),2(公),1(本),豊田市立野見こども園,愛知県豊田市美里５－１９,4710805,2020-12-22,,236802,
A123210000363,A1(幼稚園),23(愛知),2(公),9(廃),豊田市立トヨタこども園,愛知県豊田市水源町１丁目１番地１,4710822,2020-12-22,2026-05-01,236803,
A123210000372,A1(幼稚園),23(愛知),2(公),1(本),豊田市立山之手こども園,愛知県豊田市山之手１丁目７８番地１,4710833,2020-12-22,,236804,
A123210000381,A1(幼稚園),23(愛知),2(公),1(本),豊田市立童子山こども園,愛知県豊田市小坂町１６丁目５１番地,4710035,2020-12-22,,236806,
A123210000390,A1(幼稚園),23(愛知),2(公),1(本),豊田市立朝日こども園,愛知県豊田市日南町５丁目１５番地２,4710032,2020-12-22,,236809,
A123210000407,A1(幼稚園),23(愛知),2(公),9(廃),豊田市立平山こども園,愛知県豊田市平山町１丁目１０番地１,4710827,2020-12-22,2026-05-01,236813,
A123210000416,A1(幼稚園),23(愛知),2(公),1(本),豊田市立高橋こども園,愛知県豊田市水間町４－１５５－１,4710012,2020-12-22,,236818,
A123210000425,A1(幼稚園),23(愛知),2(公),9(廃),安城市立安城北部幼稚園,愛知県安城市大東町２５－４０,4460065,2020-12-22,2021-05-27,236842,A223310001948
A123210000434,A1(幼稚園),23(愛知),2(公),9(廃),安城市立東栄幼稚園,愛知県安城市東栄町３―８０９―９,4460007,2020-12-22,2021-05-27,236844,A223310001957
A123210000443,A1(幼稚園),23(愛知),2(公),1(本),西尾市立西尾幼稚園,愛知県西尾市錦城町１６２－１３,4450864,2020-12-22,,236851,
A123210000452,A1(幼稚園),23(愛知),2(公),1(本),愛知県西尾市立平坂幼稚園,愛知県西尾市楠村町北巴１番地１,4440325,2020-12-22,,236852,
A123210000461,A1(幼稚園),23(愛知),2(公),1(本),愛知県西尾市立鶴城幼稚園,愛知県西尾市伊藤二丁目４－１,4450807,2020-12-22,,236853,
A123210000470,A1(幼稚園),23(愛知),2(公),1(本),犬山市立犬山幼稚園,愛知県犬山市天神町三丁目１２番地,4840073,2020-12-22,,236871,
A123210000489,A1(幼稚園),23(愛知),2(公),9(廃),常滑市立常滑幼稚園,愛知県常滑市原松町２－１９３,4790832,2020-12-22,2024-05-01,236883,
A123210000498,A1(幼稚園),23(愛知),2(公),1(本),小牧市立第一幼稚園,愛知県小牧市中央六丁目１０１番地,4850029,2020-12-22,,236911,
A123210000504,A1(幼稚園),23(愛知),2(公),9(廃),知多市立梅が丘幼稚園,愛知県知多市梅が丘１丁目８９番地の１,4780016,2020-12-22,2025-05-01,236961,
A123210000513,A1(幼稚園),23(愛知),2(公),9(廃),知多市立東部幼稚園,愛知県知多市八幡字笹廻間４３の１番地,4780001,2020-12-22,2023-05-01,236962,
A123210000522,A1(幼稚園),23(愛知),2(公),1(本),高浜市立吉浜幼稚園,愛知県高浜市屋敷町５－９－２,4441331,2020-12-22,,236992,
A123210000531,A1(幼稚園),23(愛知),2(公),1(本),高浜市立高浜南部幼稚園,愛知県高浜市碧海町４－６－１３,4441324,2020-12-22,,236995,
A123210000540,A1(幼稚園),23(愛知),2(公),1(本),清須市立西枇杷島第１幼稚園,愛知県清須市西枇杷島町花咲７８,4520002,2020-12-22,,237036,
A123210000559,A1(幼稚園),23(愛知),2(公),1(本),阿久比町立ほくぶ幼稚園,愛知県知多郡阿久比町大字卯坂字西谷６３,4702212,2020-12-22,,237156,
A123210000568,A1(幼稚園),23(愛知),2(公),9(廃),豊田市立足助まゆみこども園,愛知県豊田市足助町陣屋跡７番地,4442424,2020-12-22,2026-05-01,237221,
A123210000577,A1(幼稚園),23(愛知),2(公),1(本),豊田市立小渡こども園,愛知県豊田市下切町下切１０番地,4442833,2020-12-22,,237231,
A123310000003,A1(幼稚園),23(愛知),3(私),1(本),椙山女学園大学附属幼稚園,愛知県名古屋市千種区山添町２－２,4640832,2020-12-22,,237401,
A123310000012,A1(幼稚園),23(愛知),3(私),1(本),愛英幼稚園,愛知県名古屋市千種区今池５－２４－７,4640850,2020-12-22,,237402,
A123310000021,A1(幼稚園),23(愛知),3(私),1(本),わかば幼稚園,愛知県名古屋市千種区猫洞通２－１３,4640032,2020-12-22,,237403,
A123310000030,A1(幼稚園),23(愛知),3(私),1(本),青葉幼稚園,愛知県名古屋市千種区唐山町１－６１,4640806,2020-12-22,,237404,
A123310000049,A1(幼稚園),23(愛知),3(私),1(本),第二自由ケ丘幼稚園,愛知県名古屋市千種区宮根台２－４－３０,4640008,2020-12-22,,237405,
A123310000058,A1(幼稚園),23(愛知),3(私),1(本),名古屋ルーテル幼稚園,愛知県名古屋市千種区今池３－５－１９,4640850,2020-12-22,,237406,
A123310000067,A1(幼稚園),23(愛知),3(私),1(本),天満幼稚園,愛知県名古屋市千種区天満通１の４６,4640095,2020-12-22,,237408,
A123310000076,A1(幼稚園),23(愛知),3(私),1(本),若竹幼稚園,愛知県名古屋市千種区内山二丁目１８番１２号,4640075,2020-12-22,,237409,
